SampType,ParkCode,NETNCode,Description,Latitude,Longitude,Date,SampEventCode,Year,Rep,Depth_m,Temp_C,DO_mgL,DO_PerSat,pH,SpCond,Turbidity,Discharge,pH,ANC,AppColor,DOC,TP,TN,NO3,NO2,NH3,NO3_ueqL,Cl,SO4
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,5/12/2010,4188,2010,,0.18,9.75,10.86,95.8,8.07,632,,0.6379,8.07,2810.00,23,,35,2.82,,0.01,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,6/9/2010,4255,2010,,0.19,14.999,9.53,94.7,8.2,723,,0.5371,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,7/22/2010,4240,2010,,0.21,20.76,8.51,95.2,8.21,723,,0.217,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,8/25/2010,4270,2010,,0.20,18.58,8.94,95.7,8.06,668,,0.28,8.13,2760.00,21,,50,2.62,,0.0056,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,9/15/2010,4296,2010,,0.19,15.26,9.59,95.9,8.28,834,,0.124,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,10/12/2010,4318,2010,,0.19,12.97,9.98,94.9,8.04,788,,0.252,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,5/19/2011,4369,2011,,0.19,13.31,10.27,98.3,7.95,480,,2.434,8,2180.00,64,,62,1.84,,0.029,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,6/17/2011,4353,2011,,0.16,16.9,9.05,93.6,7.96,506,,1.106,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,7/14/2011,4390,2011,,0.36,18.39,8.87,94.6,8.09,777,,0.0141,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,8/11/2011,4506,2011,,0.30,19.01,8.8,95,8.16,502,,0.338,8.1,3240.00,14,,44,3.13,,0.0076,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,9/13/2011,4540,2011,,0.17,17.25,9.37,97.7,8.02,660,,1.419,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,10/20/2011,4560,2011,,0.19,13.21,9.9,94.6,7.79,561,,0.866,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,5/21/2012,4625,2012,,0.48,13.64,9.73,93.9,8.04,695,0.58,0.4,8.11,3300.00,11,1.78,51,2.45,2.312,<MRL 0.005,<MRL 0.08,164,2732,603
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77011108,-73.9381485,6/21/2012,4632,2012,,0.45,18.13,8.9,94.4,7.97,670,0.85,0.434,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77019119,-73.9382782,7/24/2012,4643,2012,,0.06,19.67,8.4,91.9,7.95,564,0.56,0.266,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.76998138,-73.93835449,8/20/2012,4671,2012,,0.26,16.62,9.24,95.1,8.06,711,0.21,0.232,8.24,3450.00,11,1.73,63,2.17,2.016,<MRL 0.005,<MRL 0.08,143,2623,739
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,9/24/2012,4693,2012,,0.40,11.12,10.91,99.4,8.01,696,0.25,0.278,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.76990891,-73.93820953,11/1/2012,4742,2012,,0.00,8.11,11.2,95,7.96,676,0.13,0.529,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9383,5/29/2013,4754,2013,,0.24,15.05,9.56,95.1,8.03,657,0.87,0.404,8.18,3100.00,15,1.77,32,2.16,2.228,<MRL 0.005,<MRL 0.08,158,2481,622
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,6/19/2013,4783,2013,,0.31,16.2,9.34,95.2,7.92,577,1.75,0.646,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7701,-73.9382,7/18/2013,4812,2013,,0.13,21.38,8.36,94.6,7.97,667,0.47,0.361,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9382,8/21/2013,4825,2013,,0.13,19.22,8.97,97.3,8.05,687,0.65,0.461,8.32,3370.00,9,1.48,38,2.8,2.778,<MRL 0.005,<MRL 0.08,197,2539,576
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9383,9/24/2013,4847,2013,,0.38,13.2,10.08,96.3,8.03,682,0.69,0.307,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9384,10/23/2013,4880,2013,,0.52,10.31,10.31,92.2,7.92,685,0.28,0.152,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7702,-73.9383,5/6/2014,385,2014,,0.11,12.59,10.22,96.2,8.09,610,0.57,0.682,8.21,2680.00,15,2.05,24,2.23,1.946,0.0108,<MRL 0.08,138,2641,475
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7699,-73.9383,6/5/2014,302,2014,,0.10,16.58,9.14,93.9,7.98,635,2.18,0.797,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9383,7/23/2014,324,2014,,0.13,20.79,8.44,94.5,7.93,715,1.11,0.475,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7701,-73.9382,8/19/2014,341,2014,,0.08,17.39,9.11,95.2,8.11,764,0.44,0.013,8.27,3620.12,7,1.28,32.5,2.745,3.342,0.002,0.016,237,3684,590
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7702,-73.9382,9/16/2014,355,2014,,0.11,14.1,10.32,100.6,8.11,774,1.9,0.49,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9382,10/15/2014,374,2014,,0.07,14.67,9.14,90.2,7.96,774,0.17,0.24,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,73.9382,5/20/2015,4958,2015,,0.14,14.91,9.21,91.4,8.05,662,0.7,0.571,8.12,2677.78,21.754,2.607,27,1.866,3.918,0.0066,0.008,277.889126984127,6827.07814285714,1075.71791666667
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7702,73.9382,6/24/2015,4979,2015,,0.17,18.7,8.84,95,8,748,1.13,0.549,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9381,6/24/2015,4979,2015,,0.17,18.7,8.84,94.9,8,748,1.13,0.549,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7699,-73.9383,7/16/2015,4995,2015,,0.14,17.87,8.92,94.2,8.1,842,0.54,0.331,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7699,-73.9384,8/18/2015,3754,2015,,0.11,20.59,8.75,97.6,7.98,758,0.79,0.252,8.094,3259.92,10.467,2.1,37,2.26,2.834,0.0016,<MRL 0.01,201,4057.9,566
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.77,-73.9381,9/22/2015,3770,2015,,0.11,15.21,9.67,96.6,8.05,870,0.31,0.216,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.7699,-73.9383,10/20/2015,3789,2015,,0.03,9.31,10.72,93.7,8.05,873,0.22,0.245,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503262,-72.379173,6/13/2006,2385,2006,,0.27,13.82,10.23,98.9,7.95,96,,112.581,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503155,-72.379112,7/20/2006,2378,2006,,0.35,19.94,9.07,99.7,7.92,145,,30.295,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,8/17/2006,2382,2006,,0.22,19.67,9.39,102.6,8.05,163,,10.885,,1120.00,13,,<MRL 20,0.32,,0.001,0.012,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503384,-72.378914,9/14/2006,2384,2006,,0.04,14.29,10.34,101,7.96,186,,5.64,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503372,-72.379242,10/11/2006,2380,2006,,0.05,11.45,10.77,98.7,7.91,166,,8.123,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503246,-72.379135,4/4/2007,2374,2007,,0.10,2.17,13.5,98.1,7.96,87,,90.545,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503109,-72.379356,5/8/2007,2381,2007,,0.65,9.92,11.42,101,7.86,122,,30.506,7.74,715.44,10,,12,0.34,,0.002,0.021,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503063,-72.379456,6/7/2007,2386,2007,,0.10,12.03,10.62,98.6,8.03,117,,35.883,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,7/2/2007,2377,2007,,0.31,17.91,9.47,99.9,8.01,170,,3.176,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503273,-72.379257,8/14/2007,2383,2007,,0.02,18.61,8.38,89.6,8.11,187,,2.942,7.86,1218.30,15,,15,0.26,,0.002,0.012,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503796,-72.378403,9/11/2007,2376,2007,,0.30,17.99,8.97,94.8,7.89,200,,6.268,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,10/12/2007,2375,2007,,0.34,13.21,9.98,95.2,7.99,160,,20.38,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503048,-72.379341,5/20/2008,2537,2008,,0.13,9.69,11.12,97.8,7.84,135,,17.302,7.78,792.00,20,,9,0.19,,<MRL 0.005,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503372,-72.378952,6/16/2008,2539,2008,,-0.01,21.36,8.32,94.1,7.91,190,,6.346,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.50322,-72.379173,7/21/2008,2538,2008,,0.17,21.25,8.85,99.8,7.94,186,,17.931,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,8/22/2008,2379,2008,,0.52,16.63,9.89,101.6,7.94,167,,,7.93,1000.00,36.8,,27,0.225,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503395,-72.378891,9/24/2008,2387,2008,,0.08,13.12,10.27,97.8,7.88,183,,,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503262,-72.379059,10/13/2008,2536,2008,,0.44,10.82,11.21,101.3,8,155,,9.349,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,5/7/2009,4146,2009,,0.49,13.17,10.49,100,7.93,135,,39.3,7.95,834.00,35,,14,0.206,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.503323,-72.379089,6/18/2009,4113,2009,,0.25,16.33,9.67,98.6,7.83,156,,10.556,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,7/21/2009,4120,2009,,0.59,19.63,9.95,108.7,7.87,147,,14.6946,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,8/20/2009,4051,2009,,0.21,22.49,8.78,101.4,7.97,174,,13.617,8.09,1170.00,48,,16,0.303,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,10/1/2009,4073,2009,,0.23,10.83,10.63,96,7.96,176,,11.762,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,10/22/2009,4109,2009,,0.32,9.59,11.82,103.8,8.13,164,,12.778,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,5/25/2010,4195,2010,,0.01,19.3,10.06,109.1,7.89,138,,16.089,7.89,957.00,33,,16,0.294,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,5/25/2010,4195,2010,,0.02,19.39,9.58,104.1,7.89,138,,16.089,7.89,957.00,33,,16,0.294,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,6/14/2010,4213,2010,,0.02,16.999,9.82,101.6,8.14,158,,11.051,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,7/8/2010,4227,2010,,0.38,28.01,8.61,110.1,8.31,196,,2.1827,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,8/11/2010,4246,2010,,0.13,22.92,7.47,86.9,7.21,211,,2.536,7.89,1350.00,86,,43,0.314,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,9/8/2010,4282,2010,,0.39,19.3,6.6,71.6,7.61,239,,0.228,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,10/4/2010,4302,2010,,0.21,12.999,10.25,97.3,7.51,162,,11.515,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,5/24/2011,4335,2011,,0.06,13.68,10.47,100.9,7.83,104,,71.072,7.8,672.00,31,,14,0.268,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,6/20/2011,4365,2011,,0.25,19.52,8.7,94.8,7.86,147,,10.943,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,7/18/2011,4395,2011,,0.22,23.08,8.28,96.7,7.91,173,,4.878,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,8/23/2011,4518,2011,,0.34,17.56,9.41,98.6,7.88,133,,24.565,7.76,820.00,73,,41,0.556,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,9/21/2011,4532,2011,,0.01,14.26,10.83,105.7,7.74,142,,24.223,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),0,0,5/14/2012,4702,2012,,0.35,12.78,10.76,101.6,8.02,112,1.76,43.984,7.73,723.00,24,1.67,13,0.256,0.141,<MRL 0.005,<MRL 0.08,10,210,124
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.50347519,-72.37909698,6/12/2012,4704,2012,,0.10,17.98,9.62,101.6,7.89,135,3.31,14.067,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.50344467,-72.37904358,7/6/2012,4706,2012,,0.37,22.55,8.56,98.9,7.9,171,3.37,5.037,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.50341415,-72.3789978,7/6/2012,4706,2012,,0.42,22.5,8.58,99.1,7.91,172,3.37,5.037,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5031662,-72.37922668,8/9/2012,4714,2012,,0.68,18.98,7.3,78.7,7.55,210,4.21,,7.61,1260.00,54,2.28,33,0.3,0.034,<MRL 0.005,<MRL 0.08,2.4,571,124
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5031662,-72.37922668,8/9/2012,4714,2012,,0.68,18.98,7.3,78.7,7.55,210,4.21,,,,54,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.50320053,-72.37910461,9/11/2012,4682,2012,,0.88,12.89,9.51,90.1,7.97,217,3.2,1.987,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.50394821,-72.37892914,10/23/2012,4722,2012,,0.63,6.57,10.51,85.7,7.69,198,2.24,,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.379,5/7/2013,4894,2013,,0.18,17.01,10.31,106.7,8.01,139,,0.4301,7.75,763.00,24,1.75,17,0.539,0.169,<MRL 0.005,<MRL 0.08,12,364,153
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5033,-72.3792,6/6/2013,4758,2013,,0.49,15.67,10.19,102.6,7.83,122,2.04,33.919,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5034,-72.379,7/12/2013,4802,2013,,0.16,19.95,9.43,103.6,7.72,127,3.08,54.793,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.379,8/8/2013,4819,2013,,0.10,20.46,9.23,102.5,7.86,179,1.74,10.668,8.02,1080.00,34,1.77,11,0.307,0.183,<MRL 0.005,<MRL 0.08,13,445,120
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5034,-72.379,9/5/2013,4859,2013,,0.35,19.03,9.03,97.5,7.72,105,1.78,9.634,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3789,10/28/2013,4884,2013,,0.83,7.27,12.26,101.7,7.96,194,1.31,3.547,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3792,5/29/2014,296,2014,,0.18,14.18,10.43,101.6,7.9,126,4.93,53.124,7.49,729.00,72,1.76,15,0.263,0.141,<MRL 0.005,<MRL 0.08,10,297,114
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5033,-72.3791,6/23/2014,313,2014,,0.12,20.31,9.72,107.6,7.96,171,2.97,9.496,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.379,7/17/2014,319,2014,,0.20,21.63,8.7,98.8,7.8,154,1.76,15.775,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3789,8/26/2014,346,2014,,0.38,20.55,9.16,101.9,7.94,160,2.38,8.896,7.83,1017.73,36,1.58,14.9,0.266,0.121,0.001,0.029,8.6,488,122
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.379,9/19/2014,362,2014,,0.23,11.82,10.51,97.2,7.9,199,1.76,3.63,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5036,-72.3791,10/22/2014,379,2014,,0.10,10.11,10.8,96,7.62,166,1.23,7.81,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3789,5/14/2015,4954,2015,,0.26,14.17,10.81,105.3,8.1,152,1.12,16.682,7.847,844.22,23,1.738,7.8,0.237,0.103,0.0018,0.007,7.34031746031746,454.188428571429,129.129583333333
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3791,6/9/2015,4971,2015,,0.21,17.21,9.34,97.1,7.72,177,3.51,8.101,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5034,-72.3789,6/9/2015,4971,2015,,0.23,17.25,9.24,96.1,7.72,177,3.51,8.101,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3791,6/9/2015,4971,2015,,0.33,17.23,9.27,96.4,7.71,177,3.51,8.101,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3788,7/8/2015,4988,2015,,0.22,22.65,9.05,104.9,8.12,167,2.12,9.823,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5035,-72.3791,8/11/2015,3748,2015,,0.17,19.51,8.57,93.4,7.8,197,18.3,5.582,7.909,1302.96,79.928,2.2,52.9,0.252,0.099,0.0084,<MRL 0.01,7,481,138
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5031,-72.3793,9/14/2015,3766,2015,,0.22,16.82,9.56,98.5,7.52,104,16.6,65.43,,,,,,,,,,,,
NETNStreams,SAGA,SAGASB,Blow-Me-Down Brook (Stream B),43.5034,-72.379,10/14/2015,3782,2015,,0.19,12.71,10.45,98.6,7.79,180,1.38,9.541,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,5/16/2006,2359,2006,,0.35,9.18,11.17,97,7.83,84,,12.32686,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,6/13/2006,2365,2006,,-0.01,11.65,10.67,98.3,7.89,99,,6.746,,860.00,5,,<MRL 20,0.12,,<MRL 0.002,0.006,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.50145,-72.370956,7/20/2006,2373,2006,,0.21,16.46,9.68,99.1,8.18,124,,1.796,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501545,-72.371979,8/17/2006,2363,2006,,0.20,15.35,9.75,97.5,8.59,144,,0.35,,540.00,35,,40,0.84,,0.002,0.016,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,9/14/2006,2368,2006,,-0.03,12.41,10.18,95.4,8.04,164,,0.294,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501934,-72.3713,10/11/2006,2361,2006,,0.13,10.25,10.76,95.9,8.39,116,,0.37423,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,4/4/2007,2364,2007,,0.01,1.42,13.76,98,8.11,91,,6.137,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.503986,-72.371338,5/8/2007,2371,2007,,0.54,6.9,12.06,99.2,8.1,101,,2.12,7.83,827.11,3,,5,0.19,,0.001,<MRL 0.02,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.502682,-72.370499,6/7/2007,2369,2007,,0.01,9.47,11.22,98.2,8.06,120,,1.305,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,7/2/2007,2362,2007,,0.27,12.69,10.55,99.5,8.21,146,,0.092,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501812,-72.370949,8/14/2007,2367,2007,,-0.04,13.93,9.8,95,8.55,177,,0.036,8.04,1611.80,<MRL 1,,6,0.26,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501911,-72.371078,9/11/2007,2372,2007,,0.21,15.44,9.66,96.8,8.03,190,,0.14959,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501884,-72.370995,10/12/2007,2366,2007,,0.25,12.28,10.1,94.4,8.16,168,,1.861,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501915,-72.371002,5/20/2008,2535,2008,,0.16,7.56,11.29,94.3,8,107,,1.011,7.79,895.00,3,,8,0.186,,<MRL 0.005,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501919,-72.370888,6/16/2008,2532,2008,,-0.14,15.83,9.2,92.9,7.82,148,,0.224,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501835,-72.37085,6/16/2008,2532,2008,,-0.13,15.84,9.3,94,7.79,148,,0.224,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501907,-72.37088,7/22/2008,2533,2008,,-0.01,16.89,9.12,94.2,7.83,159,,0.4588,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,8/22/2008,2370,2008,,0.43,13.93,10.19,98.8,7.99,151,,,8.09,1250.00,4.77,,12,0.161,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501884,-72.370895,9/24/2008,2360,2008,,0.07,10.37,10.74,96,7.94,161,,,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),43.501778,-72.371025,10/13/2008,2534,2008,,0.36,9.59,10.95,96.1,7.98,171,,0.464,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,5/7/2009,4147,2009,,0.32,10.75,10.91,98.4,7.89,109,,1.9972,7.9,937.00,8,,6,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,6/18/2009,4114,2009,,0.08,12.27,10.55,98.5,7.91,137,,0.463,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,7/21/2009,4121,2009,,0.35,15.7,10.72,108,7.84,142,,0.8346,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,8/20/2009,4050,2009,,0.14,17.94,9.16,96.7,7.85,154,,0.834,8.06,1330.00,10,,12,0.16,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,10/1/2009,4072,2009,,0.07,9,10.98,95,7.91,151,,0.6949,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,10/22/2009,4088,2009,,0.32,9.19,11.2,97.4,8.18,144,,0.767,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,5/25/2010,4193,2010,,0.18,13.33,10.48,100.2,7.53,125,,1.176,7.91,1110.00,6,,6.1,0.171,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,6/14/2010,4214,2010,,-0.01,13.94,10.29,999.8,8.1,139,,0.6468,,,,,,,,,,,,
NETNStreams,SAGA,SAGASA,Blow-Me-Up Brook (Stream A),0,0,7/8/2010,4229,2010,,-0.04,20.36,8.9,98.6,7.96,170,,0.077,,,,,,,,,,,,
